Module,TC ID,Test Case,Priority,Steps,Expected Result,Actual Result,Status,Bug ID
Rev Share - FTD,MATH-PAY-124,Var:FTD|Mod:QFTD Flat|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD Flat, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-125,Var:FTD|Mod:QFTD %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD %, value 200, behavior Pass QFTD & Time",Calculated: $60.00,,Pending,
Rev Share - FTD,MATH-PAY-126,Var:FTD|Mod:QFTD %|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD %, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-127,Var:FTD|Mod:QFTD %|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD %, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - FTD,MATH-PAY-128,Var:FTD|Mod:QFTD %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD %, value 50, behavior Pass QFTD & Time",Calculated: $15.00,,Pending,
Rev Share - FTD,MATH-PAY-129,Var:FTD|Mod:QFTD %|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD %, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-130,Var:FTD|Mod:QFTD %|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD %, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - FTD,MATH-PAY-131,Var:FTD|Mod:QFTD %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-132,Var:FTD|Mod:QFTD %|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD %, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-133,Var:FTD|Mod:QFTD %|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD %, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-134,Var:FTD|Mod:QFTD %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-135,Var:FTD|Mod:QFTD %|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD %, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-136,Var:FTD|Mod:QFTD %|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD %, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-137,Var:FTD|Mod:Bonus Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with Bonus Flat, value 200, behavior Pass QFTD & Time",Calculated: $75.00,,Pending,
Rev Share - FTD,MATH-PAY-138,Var:FTD|Mod:Bonus Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with Bonus Flat, value 50, behavior Pass QFTD & Time",Calculated: $30.00,,Pending,
Rev Share - FTD,MATH-PAY-139,Var:FTD|Mod:Bonus Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with Bonus Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-140,Var:FTD|Mod:Bonus Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with Bonus Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-141,Var:FTD|Mod:Bonus %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with Bonus %, value 200, behavior Pass QFTD & Time",Calculated: $80.00,,Pending,
Rev Share - FTD,MATH-PAY-142,Var:FTD|Mod:Bonus %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with Bonus %, value 50, behavior Pass QFTD & Time",Calculated: $20.00,,Pending,
Rev Share - FTD,MATH-PAY-143,Var:FTD|Mod:Bonus %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with Bonus %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-144,Var:FTD|Mod:Bonus %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with Bonus %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-145,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value 200, behavior Pass QFTD & Time",Calculated: $75.00,,Pending,
Rev Share - FTD,MATH-PAY-146,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-147,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - FTD,MATH-PAY-148,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value 50, behavior Pass QFTD & Time",Calculated: $30.00,,Pending,
Rev Share - FTD,MATH-PAY-149,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-150,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - FTD,MATH-PAY-151,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-152,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-153,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-154,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-155,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-156,Var:FTD|Mod:QFTD Flat + Bonus Flat|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus Flat, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-157,Var:FTD|Mod:QFTD % + Bonus %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value 200, behavior Pass QFTD & Time",Calculated: $80.00,,Pending,
Rev Share - FTD,MATH-PAY-158,Var:FTD|Mod:QFTD % + Bonus %|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-159,Var:FTD|Mod:QFTD % + Bonus %|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - FTD,MATH-PAY-160,Var:FTD|Mod:QFTD % + Bonus %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value 50, behavior Pass QFTD & Time",Calculated: $20.00,,Pending,
Rev Share - FTD,MATH-PAY-161,Var:FTD|Mod:QFTD % + Bonus %|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-162,Var:FTD|Mod:QFTD % + Bonus %|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - FTD,MATH-PAY-163,Var:FTD|Mod:QFTD % + Bonus %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-164,Var:FTD|Mod:QFTD % + Bonus %|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-165,Var:FTD|Mod:QFTD % + Bonus %|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-166,Var:FTD|Mod:QFTD % + Bonus %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-167,Var:FTD|Mod:QFTD % + Bonus %|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-168,Var:FTD|Mod:QFTD % + Bonus %|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus %, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-169,Var:FTD|Mod:QFTD Flat + Bonus %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value 200, behavior Pass QFTD & Time",Calculated: $80.00,,Pending,
Rev Share - FTD,MATH-PAY-170,Var:FTD|Mod:QFTD Flat + Bonus %|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-171,Var:FTD|Mod:QFTD Flat + Bonus %|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - FTD,MATH-PAY-172,Var:FTD|Mod:QFTD Flat + Bonus %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value 50, behavior Pass QFTD & Time",Calculated: $20.00,,Pending,
Rev Share - FTD,MATH-PAY-173,Var:FTD|Mod:QFTD Flat + Bonus %|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-174,Var:FTD|Mod:QFTD Flat + Bonus %|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - FTD,MATH-PAY-175,Var:FTD|Mod:QFTD Flat + Bonus %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-176,Var:FTD|Mod:QFTD Flat + Bonus %|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-177,Var:FTD|Mod:QFTD Flat + Bonus %|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-178,Var:FTD|Mod:QFTD Flat + Bonus %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-179,Var:FTD|Mod:QFTD Flat + Bonus %|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-180,Var:FTD|Mod:QFTD Flat + Bonus %|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD Flat + Bonus %, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-181,Var:FTD|Mod:QFTD % + Bonus Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value 200, behavior Pass QFTD & Time",Calculated: $75.00,,Pending,
Rev Share - FTD,MATH-PAY-182,Var:FTD|Mod:QFTD % + Bonus Flat|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-183,Var:FTD|Mod:QFTD % + Bonus Flat|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - FTD,MATH-PAY-184,Var:FTD|Mod:QFTD % + Bonus Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value 50, behavior Pass QFTD & Time",Calculated: $30.00,,Pending,
Rev Share - FTD,MATH-PAY-185,Var:FTD|Mod:QFTD % + Bonus Flat|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-186,Var:FTD|Mod:QFTD % + Bonus Flat|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - FTD,MATH-PAY-187,Var:FTD|Mod:QFTD % + Bonus Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-188,Var:FTD|Mod:QFTD % + Bonus Flat|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-189,Var:FTD|Mod:QFTD % + Bonus Flat|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-190,Var:FTD|Mod:QFTD % + Bonus Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-191,Var:FTD|Mod:QFTD % + Bonus Flat|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - FTD,MATH-PAY-192,Var:FTD|Mod:QFTD % + Bonus Flat|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare FTD with QFTD % + Bonus Flat, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-193,Var:NGR|Mod:None|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with None, value 200, behavior Pass QFTD & Time",Calculated: $60.00,,Pending,
Rev Share - NGR,MATH-PAY-194,Var:NGR|Mod:None|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with None, value 50, behavior Pass QFTD & Time",Calculated: $15.00,,Pending,
Rev Share - NGR,MATH-PAY-195,Var:NGR|Mod:None|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with None, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-196,Var:NGR|Mod:None|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with None, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-197,Var:NGR|Mod:QFTD Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat, value 200, behavior Pass QFTD & Time",Calculated: $60.00,,Pending,
Rev Share - NGR,MATH-PAY-198,Var:NGR|Mod:QFTD Flat|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-199,Var:NGR|Mod:QFTD Flat|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - NGR,MATH-PAY-200,Var:NGR|Mod:QFTD Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat, value 50, behavior Pass QFTD & Time",Calculated: $15.00,,Pending,
Rev Share - NGR,MATH-PAY-201,Var:NGR|Mod:QFTD Flat|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-202,Var:NGR|Mod:QFTD Flat|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - NGR,MATH-PAY-203,Var:NGR|Mod:QFTD Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-204,Var:NGR|Mod:QFTD Flat|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-205,Var:NGR|Mod:QFTD Flat|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-206,Var:NGR|Mod:QFTD Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-207,Var:NGR|Mod:QFTD Flat|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-208,Var:NGR|Mod:QFTD Flat|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-209,Var:NGR|Mod:QFTD %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD %, value 200, behavior Pass QFTD & Time",Calculated: $60.00,,Pending,
Rev Share - NGR,MATH-PAY-210,Var:NGR|Mod:QFTD %|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD %, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-211,Var:NGR|Mod:QFTD %|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD %, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - NGR,MATH-PAY-212,Var:NGR|Mod:QFTD %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD %, value 50, behavior Pass QFTD & Time",Calculated: $15.00,,Pending,
Rev Share - NGR,MATH-PAY-213,Var:NGR|Mod:QFTD %|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD %, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-214,Var:NGR|Mod:QFTD %|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD %, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - NGR,MATH-PAY-215,Var:NGR|Mod:QFTD %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-216,Var:NGR|Mod:QFTD %|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD %, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-217,Var:NGR|Mod:QFTD %|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD %, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-218,Var:NGR|Mod:QFTD %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-219,Var:NGR|Mod:QFTD %|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD %, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-220,Var:NGR|Mod:QFTD %|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD %, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-221,Var:NGR|Mod:Bonus Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with Bonus Flat, value 200, behavior Pass QFTD & Time",Calculated: $75.00,,Pending,
Rev Share - NGR,MATH-PAY-222,Var:NGR|Mod:Bonus Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with Bonus Flat, value 50, behavior Pass QFTD & Time",Calculated: $30.00,,Pending,
Rev Share - NGR,MATH-PAY-223,Var:NGR|Mod:Bonus Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with Bonus Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-224,Var:NGR|Mod:Bonus Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with Bonus Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-225,Var:NGR|Mod:Bonus %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with Bonus %, value 200, behavior Pass QFTD & Time",Calculated: $80.00,,Pending,
Rev Share - NGR,MATH-PAY-226,Var:NGR|Mod:Bonus %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with Bonus %, value 50, behavior Pass QFTD & Time",Calculated: $20.00,,Pending,
Rev Share - NGR,MATH-PAY-227,Var:NGR|Mod:Bonus %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with Bonus %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-228,Var:NGR|Mod:Bonus %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with Bonus %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-229,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value 200, behavior Pass QFTD & Time",Calculated: $75.00,,Pending,
Rev Share - NGR,MATH-PAY-230,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-231,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - NGR,MATH-PAY-232,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value 50, behavior Pass QFTD & Time",Calculated: $30.00,,Pending,
Rev Share - NGR,MATH-PAY-233,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-234,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - NGR,MATH-PAY-235,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-236,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
