Module,TC ID,Test Case,Priority,Steps,Expected Result,Actual Result,Status,Bug ID
4. Products Management,PR-CR-024,Verify empty state for All Products,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-025,Verify mandatory asterisks alignment,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-026,Verify special chars in product name,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-027,Verify Brand dropdown search,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-028,Verify original Brand is selected,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-029,Verify original Status is selected,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-030,Verify Product Name truncation,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-031,Verify Brand Name truncation,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-032,Verify Add Product from Brand page,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-033,Verify Product ID visibility,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-034,Verify sorting by Brand Name,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-035,Verify cascading delete (brand -> product),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-036,Verify cascading inactive (brand -> product),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-037,Verify product API GET,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-038,Verify product API POST,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-039,Verify product API PATCH,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-040,Verify product XSS prevention,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-041,Verify product SQLi prevention,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-042,Verify product list performance (>1000),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-043,Verify product search performance,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-044,Verify product bulk update (if any),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-045,Verify product export (if any),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-046,Verify product import (if any),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-047,Verify product status color codes,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-048,Verify product row hover,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-049,Verify product pagination URL updates,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-050,Verify product filter persistence,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
4. Products Management,PR-CR-051,Verify Delete icon action for product,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-001,Verify Filter drawer opens,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-002,Verify Filter fields presence,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-003,Verify Brand ID multi-select,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-004,Verify Status single-select,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-005,Verify Email ID text input,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-006,Verify filter by single Brand ID,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-007,Verify filter by multiple Brand IDs,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-008,Verify filter by Status Active,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-009,Verify filter by Status Inactive,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-010,Verify filter by partial Email ID,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-011,Verify filter by exact Email ID,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-012,Verify filter combination Brand ID + Status,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-013,Verify filter combination Status + Email,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-014,Verify filter combination No Results,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-015,Verify Search button applies filter,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-016,Verify Clear All resets filter,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-017,Verify drawer closes on X,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-018,Verify search by Brand Name,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-019,Verify search by Brand ID,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-020,Verify search with special characters,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-021,Verify partial name search,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-022,Verify clear search X icon,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-023,Verify filter applies to paginated results,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-024,Verify sort applies to filtered results,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-025,Verify filters persist on refresh,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-026,Verify Search No Results message,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-027,Verify Select All in Brand ID,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-028,Verify drawer animation smoothness,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-029,Verify filter by non-existent Email,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-030,Verify filter by Email with spaces,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-031,Verify filter URL query parameters,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-032,Verify deep linking with filter URL,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-033,Verify filter performance (>5000 records),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-034,Verify SQLi in search bar,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-035,Verify XSS in search bar,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-036,Verify long string in search bar,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-037,Verify search case sensitivity,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-038,Verify email filter case sensitivity,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-039,Verify status filter default state,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-040,Verify brand ID dropdown lazy loading,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-041,Verify search debounce logic,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-042,Verify clearing filter updates URL,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-043,Verify back button after filtering,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-044,Verify forward button after filtering,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-045,Verify filter state across tabs,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-046,Verify search highlighting (if any),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-047,Verify empty filter submission,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-048,Verify invalid filter values handling,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-049,Verify filter combined with sorting,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
5. Filtering & Search,FL-UI-050,Verify filter combined with pagination,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-001,Verify Upload CSV modal opens,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-002,Verify 2-step process UI,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-003,Verify Sample CSV link,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-004,Verify sample CSV download,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-005,Verify sample CSV columns,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-006,Verify upload 1 row,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-007,Verify upload 100 rows,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-008,Verify upload 1000 rows,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-009,Verify file size > 10MB,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-010,Verify empty file upload,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-011,Verify non-CSV file upload,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-012,Verify map all mandatory headers,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-013,Verify map optional headers,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-014,Verify unmapped mandatory header,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-015,Verify invalid data in row,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-016,Verify duplicate Brand Names in CSV,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-017,Verify missing mandatory field in CSV,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-018,Verify Next button navigation,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-019,Verify Back button navigation,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-020,Verify Submit button,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-021,Verify upload progress bar,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-022,Verify brands created after upload,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-023,Verify products created after upload,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-024,Verify incorrect delimiter,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-025,Verify special chars in headers,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-026,Verify extra columns in CSV,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-027,Verify drag and drop upload,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-028,Verify leading/trailing spaces trim,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-029,Verify quotes in text values,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-030,Verify header case sensitivity,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-031,Verify error log download,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-032,Verify error log contents,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-033,Verify partial success handling,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-034,Verify upload cancellation,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-035,Verify network failure during upload,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-036,Verify session timeout during upload,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-037,Verify concurrent uploads,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-038,Verify upload rate limiting,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-039,Verify virus scan on upload (if applicable),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-040,Verify max rows limit exceeded,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-041,Verify unsupported encoding,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-042,Verify blank rows handling,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-043,Verify extremely long values handling,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-044,Verify audit log for bulk upload,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-045,Verify notification on bulk upload success,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-046,Verify notification on bulk upload failure,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-047,Verify uploaded data reflects in API,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-048,Verify uploaded data reflects in Search,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-049,Verify uploaded data reflects in Filters,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
6. Bulk Upload (CSV),BU-CSV-050,Verify UI unblocks post-upload,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-001,Verify Notifications page loads,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-002,Verify Notifications columns,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-003,Verify New button presence,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-004,Verify create notification valid data,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-005,Verify create notification specific targets,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-006,Verify create notification excluded users,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-007,Verify create notification attachment,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-008,Verify create notification empty subject,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-009,Verify create notification empty message,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-010,Verify create notification All targets,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-011,Verify Delete icon functionality,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-012,Verify confirm deletion,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-013,Verify cancel deletion,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-014,Verify notifications pagination,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-015,Verify Brand Deleted auto-trigger,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-016,Verify Click Cap auto-trigger,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-017,Verify date format,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-018,Verify message truncation,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-019,Verify HTML in message,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-020,Verify special chars in subject,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-021,Verify Delete All button,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-022,Verify date updates on edit,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-023,Verify notification sound/alert,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-024,Verify Mark as Read,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-025,Verify unread counter in header,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-026,Verify mark all as read,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-027,Verify notification deep linking,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-028,Verify notification search,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-029,Verify notification filter by type,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-030,Verify notification filter by date,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-031,Verify max length subject,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-032,Verify max length message,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-033,Verify target selection dropdown,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-034,Verify excluded selection dropdown,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-035,Verify duplicate targets prevention,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-036,Verify invalid attachment type,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-037,Verify attachment size limit,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-038,Verify notification delivery speed,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-039,Verify websocket real-time delivery,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-040,Verify fallback to polling,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-041,Verify XSS in notification message,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-042,Verify SQLi in notification subject,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-043,Verify notification read state sync,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-044,Verify notification UI responsiveness,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-045,Verify notification empty state,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-046,Verify notification error handling,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-047,Verify notification retry logic,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-048,Verify notification API endpoints,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-049,Verify notification payload structure,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
7. Notifications,NT-UI-050,Verify notification accessibility,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-001,Verify GET /brands 200 OK,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-002,Verify GET /brands pagination params,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-003,Verify GET /brands filter status,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-004,Verify GET /brands search query,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-005,Verify GET /brands 401 Unauthorized,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-006,Verify POST /brands valid payload,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-007,Verify POST /brands missing mandatory,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-008,Verify POST /brands duplicate,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-009,Verify PATCH /brands/{id} valid,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-010,Verify PATCH /brands/{id} invalid ID,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-011,Verify GET /products 200 OK,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-012,Verify GET /products filter brand,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-013,Verify POST /products valid payload,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-014,Verify POST /products invalid brand,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-015,Verify API response time < 500ms,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-016,Verify API JSON schema validation,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-017,Verify API XSS sanitization,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-018,Verify API SQLi sanitization,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-019,Verify API rate limiting,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-020,Verify API CORS headers,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-021,Verify API Content-Type headers,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-022,Verify API pagination metadata,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-023,Verify API error message format,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-024,Verify API caching headers,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-025,Verify DELETE /brands (if supported),P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-026,Verify DELETE /products (if supported),P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-027,Verify GET /brands/{id} 200 OK,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-028,Verify GET /brands/{id} 404,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-029,Verify API auth token expiration,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-030,Verify API refresh token logic,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-031,Verify API bulk endpoints,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-032,Verify API payload size limits,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-033,Verify API response compression (gzip),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-034,"Verify API versioning (/v1, /v2)",P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-035,Verify API deprecated fields handling,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-036,Verify API unknown fields handling,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-037,Verify API idempotency on POST,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-038,Verify API concurrency control,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-039,Verify API audit logging,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-040,Verify API webhook triggers,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-041,Verify API GraphQL query (if applicable),P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-042,Verify API WebSocket connection,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-043,Verify API trace IDs in headers,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-044,Verify API health check endpoint,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-045,Verify API metrics endpoint,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-046,Verify API documentation accuracy,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-047,Verify API SDK compatibility,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-048,Verify API CLI compatibility,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-049,Verify API mock server responses,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
8. API Endpoints & Integration,API-IN-050,Verify API load testing,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-001,Verify Brand Report page loads,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-002,Verify Brand Report columns,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-003,Verify Brand Report filter specific brand,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-004,Verify Brand Report filter date today,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
